Ticker,Total Return,Win Rate,Trades,Final Balance
ORBSUSDT,1.3706823295009418,40.32258064516129,62,10137.068232950094
PARTIUSDT,-3.2866830471771213,23.52941176470588,34,9671.331695282288
OCEANUSDT,-6.350352120109982,33.0188679245283,212,9364.964787989002
OGNUSDT,-13.774534595168644,31.32075471698113,265,8622.546540483136
NXPCUSDT,1.620113786918937,31.818181818181817,22,10162.011378691894
OMUSDT,-4.804487391686489,33.33333333333333,87,9519.551260831351
NEOUSDT,-8.986491139450626,30.994152046783626,342,9101.350886054937
ONTUSDT,-17.54329806176811,30.747126436781606,348,8245.670193823189
OGUSDT,2.2483880823988147,33.33333333333333,24,10224.838808239881
NEARUSDT,7.293073542819566,35.85526315789473,304,10729.307354281957
NTRNUSDT,0.7778174112659871,33.33333333333333,120,10077.781741126599
QUSDT,5.325963014873159,50.0,6,10532.596301487316
OBOLUSDT,1.0667896801756795,33.33333333333333,21,10106.678968017568
OMGUSDT,-14.228084899067053,29.00763358778626,262,8577.191510093295
ORCAUSDT,4.4642546819494235,44.89795918367347,49,10446.425468194942
MEUSDT,2.795746328628393,38.46153846153847,52,10279.57463286284
MUSDT,3.7187398239430873,38.88888888888889,18,10371.873982394309
MAVUSDT,-11.11878395256388,29.927007299270077,137,8888.121604743612
MUBARAKUSDT,5.0907082014769545,42.42424242424242,33,10509.070820147695
ZKCUSDT,1.5882730781819918,50.0,6,10158.8273078182
NKNUSDT,-3.3336340843358814,31.25,224,9666.636591566412
MYXUSDT,-6.845721958713185,17.647058823529413,17,9315.427804128682
MOVRUSDT,-3.913224532875047,30.76923076923077,91,9608.677546712495
OPUSDT,20.09105119539543,40.19138755980861,209,12009.105119539543
SUSDT,5.808309968469021,48.717948717948715,39,10580.830996846902
STMXUSDT,0.3534273201432916,32.22748815165877,211,10035.34273201433
SSVUSDT,-11.106428514306062,31.213872832369944,173,8889.357148569394
SLERFUSDT,3.789932298974527,42.592592592592595,54,10378.993229897453
STRKUSDT,-6.157406261156666,29.896907216494846,97,9384.259373884333
SNXUSDT,-10.253484627706875,34.02061855670103,291,8974.651537229312
TACUSDT,-2.963947479124672,16.666666666666664,12,9703.605252087533
SOLUSDT,-5.137413858010241,33.532934131736525,334,9486.258614198976
