Leverage,Final Balance,Return (%),Win Rate (%),MDD (%),Profit Factor,Total Trades,Ticker,Score
10,122.39888718038446,-87.76011128196156,47.01492537313433,-90.82447079396574,0.9519183178718564,2010,ARCUSDT,-0.9557377300749847
20,5.099519033114738,-99.49004809668853,49.074074074074076,-99.71421542701536,0.8987663361172008,2160,ARCUSDT,-0.9878451385920396
1,1055.9017538203889,5.590175382038887,35.142594296228154,-10.616170542508934,1.0518982533714283,1087,1000PEPEUSDT,0.4812408152567882
5,386.4534270869656,-61.35465729130344,38.769308685743226,-75.20349482798227,1.0451110319492527,3949,1000PEPEUSDT,-0.8051423025912682
10,39.35821160330272,-96.06417883966972,42.118561710398446,-98.37974474393886,1.067379367528553,5145,1000PEPEUSDT,-0.9666374077251657
20,2.430033384148309,-99.75699666158518,44.67933491686461,-99.91479796253121,1.0878210286486614,4210,1000PEPEUSDT,-0.9885269422887225
1,926.6235771288598,-7.337642287114023,34.14322250639386,-16.10078153224441,0.9948053086671751,782,AIUSDT,-0.4290822775133708
5,147.4279118089839,-85.2572088191016,39.454253611556986,-85.58724835423286,0.9626137796018079,3115,AIUSDT,-0.9846393139820082
10,6.2073821551340265,-99.3792617844866,42.590750870213824,-99.42460726457604,0.8631232795627682,4022,AIUSDT,-0.9895907436577233
20,2.445813454441258,-99.75541865455587,44.19753086419753,-99.77336005327774,0.6470424029682375,1620,AIUSDT,-0.9898987053901577
1,890.3636215127175,-10.96363784872825,33.29479768786127,-21.909391974588836,1.0046444170045794,1730,1INCHUSDT,-0.47856520421358845
5,31.146283429317283,-96.88537165706828,39.3679858239811,-97.65193533919894,0.959729004433793,6772,1INCHUSDT,-0.9820929647648916
10,4.97774045150192,-99.5022259548498,42.809697774825636,-99.65018708102139,0.921601392235023,3011,1INCHUSDT,-0.9885945455297813
20,-15.520509173054585,-101.55205091730546,45.26881720430108,-100.89911320929235,0.9429946100545837,930,1INCHUSDT,-0.9965940597414813
1,981.0132381621889,-1.8986761837811057,34.23180592991914,-18.94150520156201,1.032100798318048,1855,ADAUSDT,-0.09521228034643961
5,40.84022423424589,-95.91597757657541,37.79317697228145,-96.47325790135291,0.9964363450752173,7504,ADAUSDT,-0.9840235121067408
10,4.986405208505106,-99.5013594791495,41.3260672116258,-99.54453486224357,0.9667181985851362,5505,ADAUSDT,-0.9896247430601441
20,2.4267612126175666,-99.75732387873825,44.38538205980066,-99.75732387873825,0.9054973736796136,3010,ADAUSDT,-0.9900751631593203
1,1017.1269893297273,1.7126989329727278,40.6015037593985,-10.519169994546832,1.0687679942330393,133,AKEUSDT,0.14868249481373383
5,464.38269718758306,-53.561730281241694,39.41798941798942,-59.707059730295995,0.7742618787830098,378,AKEUSDT,-0.8822982124188036
10,285.49289166652795,-71.4507108333472,44.175824175824175,-75.20524719094436,0.8125429866978403,455,AKEUSDT,-0.9376088060486975
20,52.092085146003214,-94.79079148539967,45.36082474226804,-95.8910245433518,0.7888542881498108,485,AKEUSDT,-0.9783237604530394
1,940.1822547875055,-5.981774521249451,30.76923076923077,-12.149856286457233,0.9004538252010057,195,AERGOUSDT,-0.4548927677186828
